ncomps	x	y	amplitude	err amplitude	shift	err shift	width	err width	rms	residual	chi2	dof	redchi2	aic
2.0	5.0	0.0	0.13564657150708875	0.01330702132151333	34.936362775641726	0.09366418259871537	0.771493529244895	0.10215449558388091	0.03028511264242094	0.045635180709291755	328.2689222626546	137.0	2.396123520165362	345.3435491283263
2.0	5.0	0.0	0.696945169863093	0.015206258570098503	37.38237276953117	0.015891013033628276	0.5681021387635241	0.016469598380835244	0.03028511264242094	0.045635180709291755	328.2689222626546	137.0	2.396123520165362	345.3435491283263
2.0	5.0	4.0	0.06637255792578632	0.007275589312531023	35.31096914429245	0.2344510791805857	1.0465591860634325	0.2321067021047162	0.02274103798956369	0.02871475373068947	229.76436780264464	137.0	1.6771121737419317	246.83899466831633
2.0	5.0	4.0	0.6075591421649066	0.013539170862096267	37.40072924036069	0.014656483557108123	0.5393500280485342	0.014067128803643799	0.02274103798956369	0.02871475373068947	229.76436780264464	137.0	1.6771121737419317	246.83899466831633
2.0	5.0	8.0	0.584097096879996	0.008242763108933236	37.415322129731024	0.009906625481781168	0.5592103264829023	0.01096045241153964	0.02343054891102361	0.0239411920129705	150.41653598767158	137.0	1.0979309196180407	167.49116285334327
2.0	5.0	8.0	0.11012323419272299	0.010770409675849482	38.93083593110551	0.03971826573642914	0.3110751395496416	0.04009393141826504	0.02343054891102361	0.0239411920129705	150.41653598767158	137.0	1.0979309196180407	167.49116285334327
2.0	5.0	12.0	0.570702711479986	0.00819583137981509	37.67109485272092	0.016222339466005507	0.656844252561158	0.017134970954072664	0.024293749653074292	0.02557383986181872	159.17391992498702	137.0	1.1618534301093943	176.24854679065865
2.0	5.0	12.0	0.11756195064559193	0.015054139420689411	38.952704611469315	0.041245839503147426	0.2812522832835207	0.04344088984534247	0.024293749653074292	0.02557383986181872	159.17391992498702	137.0	1.1618534301093943	176.24854679065865
1.0	5.0	16.0	0.4626940118422371	0.010313414223109524	37.95909661804102	0.014551372062823458	0.5653616210986625	0.014551373935378	0.025118803127966677	0.030178286720821165	225.24067500196708	140.0	1.6088619642997648	233.5305300744308
1.0	5.0	20.0	0.3897696103716753	0.014710608973811549	38.04458443034614	0.01588499434629958	0.36446262311628597	0.015884676799645583	0.03446094203698951	0.03183225036416439	156.9645902407401	140.0	1.1211756445767151	165.2544453132039
2.0	1.0	0.0	0.13412012280526028	0.013148679861191712	34.96713401960492	0.10255196613510094	0.8150630857679435	0.11280367394530615	0.03018860491397055	0.04613496764213414	337.8326294210841	137.0	2.4659316016137525	354.9072562867557
2.0	1.0	0.0	0.6321659677610286	0.015396797084279538	37.377576310329	0.018437259766364292	0.5649900949104787	0.01884057339919868	0.03018860491397055	0.04613496764213414	337.8326294210841	137.0	2.4659316016137525	354.9072562867557
2.0	1.0	4.0	0.06855354026416195	0.007992145502100378	35.12094588251524	0.14269647180119266	0.8602267530841949	0.15629821133638316	0.02292970532109767	0.028650266900003912	225.72474294604342	137.0	1.647625860920025	242.799369811715
2.0	1.0	4.0	0.5738084847699993	0.009886000273672193	37.37597913285263	0.01360341398162976	0.5453691113908314	0.013365355821854932	0.02292970532109767	0.028650266900003912	225.72474294604342	137.0	1.647625860920025	242.799369811715
2.0	1.0	8.0	0.5869416030333173	0.008232558196221682	37.40669395180717	0.009506608763919282	0.5442370922559021	0.010488896423076507	0.023370183860078386	0.023672112391821706	147.21127796628843	137.0	1.0745348756663389	164.28590483196007
2.0	1.0	8.0	0.0973789617181182	0.01053639263287113	38.924265603177425	0.044317264224706554	0.3151152434099709	0.044896622600810294	0.023370183860078386	0.023672112391821706	147.21127796628843	137.0	1.0745348756663389	164.28590483196007
2.0	1.0	12.0	0.5612726656613651	0.00824772021004589	37.647225359337284	0.014079776048683221	0.6311721934340631	0.015393952533866696	0.02456860150734074	0.02524522555827622	151.21362664084324	137.0	1.1037490995681989	168.28825350651488
2.0	1.0	12.0	0.11038031216440307	0.013636526511839223	38.967585015435716	0.04158184930231954	0.2741172322837253	0.04273154613985773	0.02456860150734074	0.02524522555827622	151.21362664084324	137.0	1.1037490995681989	168.28825350651488
1.0	1.0	16.0	0.41646200520935156	0.010134057249853945	37.94251071964418	0.015588101558320756	0.5547740410038646	0.015588102978309813	0.02553883600727983	0.029443985318587305	206.44014317656718	140.0	1.4745724512611942	214.72999824903096
1.0	1.0	20.0	0.3331432460331697	0.014537548370767522	38.04773370074405	0.018132897701492384	0.35978627976022715	0.018132090599348758	0.035220931118301255	0.031630157235541585	144.87750715153618	140.0	1.034839336796687	153.16736222399996
